NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1      INFEAS 0.40003995      179 1.875715
NLP0014I             2      INFEAS 0.40003995      179 1.64275
Cbc0006I The LP relaxation is infeasible or too expensive

 	"Finished"

bonmin: Infeasible problem
solve_message = '\
bonmin: Infeasible problem'

:            _varname               _var          :=
1      'F[2]'                      0
2      'F[3]'                      0
3      'F[4]'                      0
4      'F[5]'                      0
5      'F[6]'                      0
6      'F[7]'                      0
7      'F[8]'                      0
8      'F[9]'                      0
9      'F[10]'                     0
10     'F[11]'                     0
11     'F[12]'                     0
12     'F[13]'                     0
13     'F[14]'                     0
14     'F[15]'                   100
15     'F[16]'                     0
16     'F[17]'                     0
17     'F[18]'                     0
18     'F[19]'                     0
19     'F[20]'                     0
20     'F[21]'                     0
21     'F[22]'                     0
22     'F[23]'                     0
23     'F[24]'                     0
24     'F[25]'                     0
25     'F[26]'                     0
26     'F[27]'                     0
27     'F[28]'                     0
28     'F[29]'                     0
29     'V[1,1]'                   60.1467
30     'V[1,2]'                   60.6677
31     'V[1,3]'                   60.8979
32     'V[1,4]'                   60.9836
33     'V[1,5]'                   61.0029
34     'V[1,6]'                   60.9856
35     'V[1,7]'                   60.9368
36     'V[1,8]'                   60.849
37     'V[1,9]'                   60.7091
38     'V[1,10]'                  60.5093
39     'V[1,11]'                  60.2669
40     'V[1,12]'                  60.0424
41     'V[1,13]'                  59.922
42     'V[1,14]'                  59.9512
43     'V[1,15]'                  60.0967
44     'V[1,16]'                  60.0967
45     'V[1,17]'                  60.0967
46     'V[1,18]'                  60.0967
47     'V[1,19]'                  60.0968
48     'V[1,20]'                  60.0968
49     'V[1,21]'                  60.0968
50     'V[1,22]'                  60.097
51     'V[1,23]'                  60.0973
52     'V[1,24]'                  60.0982
53     'V[1,25]'                  60.1006
54     'V[1,26]'                  60.1068
55     'V[1,27]'                  60.1229
56     'V[1,28]'                  60.1655
57     'V[1,29]'                  60.2881
58     'V[1,30]'                   0
59     'V[2,1]'                   34.3382
60     'V[2,2]'                   34.545
61     'V[2,3]'                   34.6924
62     'V[2,4]'                   34.7814
63     'V[2,5]'                   34.8304
64     'V[2,6]'                   34.8561
65     'V[2,7]'                   34.8693
66     'V[2,8]'                   34.8758
67     'V[2,9]'                   34.879
68     'V[2,10]'                  34.8803
69     'V[2,11]'                  34.9071
70     'V[2,12]'                  34.9655
71     'V[2,13]'                  35.0859
72     'V[2,14]'                  35.3269
73     'V[2,15]'                  35.8522
74     'V[2,16]'                  36.3247
75     'V[2,17]'                  36.8165
76     'V[2,18]'                  37.2027
77     'V[2,19]'                  37.4334
78     'V[2,20]'                  39.8557
79     'V[2,21]'                  39.8956
80     'V[2,22]'                  39.928
81     'V[2,23]'                  39.9537
82     'V[2,24]'                  39.974
83     'V[2,25]'                  39.9908
84     'V[2,26]'                  40.0071
85     'V[2,27]'                  40.029
86     'V[2,28]'                  40.0715
87     'V[2,29]'                  40.173
88     'V[2,30]'                   0
89     'y[1,1,1]'                  0.000388048
90     'y[1,1,2]'                  0.660069
91     'y[1,1,3]'                  0.339543
92     'y[1,2,1]'                  0.00088997
93     'y[1,2,2]'                  0.751825
94     'y[1,2,3]'                  0.247285
95     'y[1,3,1]'                  0.00177539
96     'y[1,3,2]'                  0.789002
97     'y[1,3,3]'                  0.209223
98     'y[1,4,1]'                  0.00334257
99     'y[1,4,2]'                  0.802537
100    'y[1,4,3]'                  0.194121
101    'y[1,5,1]'                  0.00611861
102    'y[1,5,2]'                  0.805895
103    'y[1,5,3]'                  0.187987
104    'y[1,6,1]'                  0.0110212
105    'y[1,6,2]'                  0.803915
106    'y[1,6,3]'                  0.185063
107    'y[1,7,1]'                  0.019615
108    'y[1,7,2]'                  0.797457
109    'y[1,7,3]'                  0.182928
110    'y[1,8,1]'                  0.0344716
111    'y[1,8,2]'                  0.785177
112    'y[1,8,3]'                  0.180352
113    'y[1,9,1]'                  0.0595382
114    'y[1,9,2]'                  0.764051
115    'y[1,9,3]'                  0.17641
116    'y[1,10,1]'                 0.100136
117    'y[1,10,2]'                 0.729698
118    'y[1,10,3]'                 0.170166
119    'y[1,11,1]'                 0.161696
120    'y[1,11,2]'                 0.677573
121    'y[1,11,3]'                 0.160731
122    'y[1,12,1]'                 0.246242
123    'y[1,12,2]'                 0.606004
124    'y[1,12,3]'                 0.147754
125    'y[1,13,1]'                 0.347684
126    'y[1,13,2]'                 0.520186
127    'y[1,13,3]'                 0.13213
128    'y[1,14,1]'                 0.451172
129    'y[1,14,2]'                 0.432711
130    'y[1,14,3]'                 0.116117
131    'y[1,15,1]'                 0.540446
132    'y[1,15,2]'                 0.357324
133    'y[1,15,3]'                 0.10223
134    'y[1,16,1]'                 0.540446
135    'y[1,16,2]'                 0.357324
136    'y[1,16,3]'                 0.10223
137    'y[1,17,1]'                 0.540446
138    'y[1,17,2]'                 0.357324
139    'y[1,17,3]'                 0.10223
140    'y[1,18,1]'                 0.540446
141    'y[1,18,2]'                 0.357324
142    'y[1,18,3]'                 0.10223
143    'y[1,19,1]'                 0.540446
144    'y[1,19,2]'                 0.357325
145    'y[1,19,3]'                 0.102229
146    'y[1,20,1]'                 0.540447
147    'y[1,20,2]'                 0.357326
148    'y[1,20,3]'                 0.102227
149    'y[1,21,1]'                 0.540447
150    'y[1,21,2]'                 0.35733
151    'y[1,21,3]'                 0.102223
152    'y[1,22,1]'                 0.540449
153    'y[1,22,2]'                 0.35734
