var Vs = 100.5347726;

var y [*,*]
:         1              2               3          :=
1    0.2143020142   0.5637393605   0.2219586253
2    0.3093403032   0.5589028428   0.1317568542
3    0.3775288025   0.5154621378   0.1070090596
4    0.4265921177   0.4742835119   0.0991243704
5    0.4613303978   0.4429825668   0.0956870354
6    0.4853676993   0.4208860752   0.09374622555
7    0.5016655218   0.4058170047   0.09251747351
8    0.5125481853   0.3957376588   0.09171415594
9    0.5125481853   0.3957376588   0.09171415594
10   0.5125481853   0.3957376588   0.09171415594
11   0.5125481853   0.3957376588   0.0917141559
12   0.5125481863   0.3957376604   0.09171415329
13   0.5125482683   0.3957377721   0.09171395957
14   0.5125565317   0.395743949    0.09169951934
15   0.5137140891   0.3956877704   0.09059814086
;

var Ls = 200.5347726;

var x [*,*]
:          1              2              3          :=
1    0.08628591078   0.40431223     0.5094018591
2    0.1504646559    0.4842383694   0.3652969746
3    0.198110521     0.4818136616   0.3200758174
4    0.2322956907    0.4600353869   0.3076689223
5    0.2568927675    0.4393911679   0.3037160646
6    0.2743082262    0.4236989599   0.3019928139
7    0.2863589274    0.4126212515   0.3010198211
8    0.2945295695    0.4050666237   0.3004038067
9    0.2945295696    0.4050666238   0.3004038066
10   0.2945295696    0.4050666237   0.3004038067
11   0.2945295696    0.4050666237   0.3004038067
12   0.294529572     0.405066628    0.3004038
13   0.2945297585    0.4050669339   0.3004033076
14   0.2945451774    0.4050879314   0.3003668911
15   0.2960986536    0.4062491456   0.2976522008
;

var PC = 99.99999984;
var PR = 100;

