var Vs = 100.0906087;

var y [*,*]
:         1              2              3          :=
1    0.1449083867   0.5269854295   0.3281061829
2    0.2432737465   0.4951606858   0.2615655727
3    0.3357564479   0.4433928679   0.2208506814
4    0.4118526942   0.3933997728   0.1947475322
5    0.4679158043   0.3542146971   0.1778695018
6    0.505939311    0.3269204616   0.1671402312
7    0.5302985947   0.309221481    0.160479924
8    0.5453374976   0.2982321701   0.1564303328
9    0.5453374976   0.2982321698   0.1564303326
10   0.5453374973   0.2982321696   0.1564303324
11   0.5453374973   0.2982321698   0.1564303325
12   0.5453374977   0.2982321701   0.1564303327
13   0.5453374977   0.2982321704   0.1564303328
14   0.5453376785   0.2982321475   0.1564301751
15   0.5455666168   0.2981349776   0.1562984131
;

var Ls = 200.0906086;

var x [*,*]
:          1              2              3          :=
1    0.05443338212   0.5018650244   0.4437015894
2    0.09969142632   0.5144308828   0.3858776897
3    0.1488963461    0.4985113225   0.3525923347
4    0.1951586358    0.4726156913   0.3322256712
5    0.2332239928    0.4476078209   0.319168186
6    0.2612682381    0.4280064135   0.3107253505
7    0.2802885934    0.414353121    0.3053582881
8    0.2924737438    0.4054996275   0.302026628
9    0.2924737438    0.4054996295   0.3020266272
10   0.2924737444    0.4054996282   0.3020266274
11   0.2924737439    0.4054996282   0.3020266279
12   0.2924737435    0.4054996288   0.3020266285
13   0.2924737442    0.4054996291   0.3020266271
14   0.2924739107    0.4054996964   0.3020263936
15   0.2926738902    0.4054745094   0.3018516008
;

var PC = 99.99999984;
var PR = 100;

