NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1      INFEAS 0.96574484       97 0.79288
NLP0014I             2      INFEAS 0.96574484       97 0.782881
Cbc0006I The LP relaxation is infeasible or too expensive

 	"Finished"

bonmin: Infeasible problem
solve_message = '\
bonmin: Infeasible problem'

:            _varname               _var          :=
1      'F[2]'                      0
2      'F[3]'                      0
3      'F[4]'                      0
4      'F[5]'                      0
5      'F[6]'                      0
6      'F[7]'                      0
7      'F[8]'                      0
8      'F[9]'                      0
9      'F[10]'                     0
10     'F[11]'                     0
11     'F[12]'                     0
12     'F[13]'                     0
13     'F[14]'                     0
14     'F[15]'                   100
15     'F[16]'                     0
16     'F[17]'                     0
17     'F[18]'                     0
18     'F[19]'                     0
19     'F[20]'                     0
20     'F[21]'                     0
21     'F[22]'                     0
22     'F[23]'                     0
23     'F[24]'                     0
24     'F[25]'                     0
25     'F[26]'                     0
26     'F[27]'                     0
27     'F[28]'                     0
28     'F[29]'                     0
29     'V[1,1]'                  182.278
30     'V[1,2]'                  184.737
31     'V[1,3]'                  186.407
32     'V[1,4]'                  187.329
33     'V[1,5]'                  187.784
34     'V[1,6]'                  187.996
35     'V[1,7]'                  188.09
36     'V[1,8]'                  188.127
37     'V[1,9]'                  188.131
38     'V[1,10]'                 188.104
39     'V[1,11]'                 188.027
40     'V[1,12]'                 187.851
41     'V[1,13]'                 187.493
42     'V[1,14]'                 186.923
43     'V[1,15]'                 186.622
44     'V[1,16]'                 187.835
45     'V[1,17]'                 188.533
46     'V[1,18]'                 188.903
47     'V[1,19]'                 189.089
48     'V[1,20]'                 189.181
49     'V[1,21]'                 189.226
50     'V[1,22]'                 189.248
51     'V[1,23]'                 189.257
52     'V[1,24]'                 189.261
53     'V[1,25]'                 189.258
54     'V[1,26]'                 189.249
55     'V[1,27]'                 189.241
56     'V[1,28]'                 189.338
57     'V[1,29]'                 190.099
58     'V[1,30]'                   0
59     'V[2,1]'                   27.1097
60     'V[2,2]'                   27.3114
61     'V[2,3]'                   27.4546
62     'V[2,4]'                   27.5399
63     'V[2,5]'                   27.5861
64     'V[2,6]'                   27.6098
65     'V[2,7]'                   27.6218
66     'V[2,8]'                   27.6277
67     'V[2,9]'                   27.6305
68     'V[2,10]'                  27.6823
69     'V[2,11]'                  28.0045
70     'V[2,12]'                  28.2879
71     'V[2,13]'                  28.4883
72     'V[2,14]'                  28.6062
73     'V[2,15]'                  28.6567
74     'V[2,16]'                  28.6486
75     'V[2,17]'                  28.6183
76     'V[2,18]'                  28.6403
77     'V[2,19]'                  28.8487
78     'V[2,20]'                  30.0728
79     'V[2,21]'                  30.0729
80     'V[2,22]'                  30.0729
81     'V[2,23]'                  30.073
82     'V[2,24]'                  30.0732
83     'V[2,25]'                  30.0739
84     'V[2,26]'                  30.0761
85     'V[2,27]'                  30.083
86     'V[2,28]'                  30.106
87     'V[2,29]'                  30.1857
88     'V[2,30]'                   0
89     'y[1,1,1]'                  1.22146e-06
90     'y[1,1,2]'                  0.601707
91     'y[1,1,3]'                  0.398292
92     'y[1,2,1]'                  3.5475e-06
93     'y[1,2,2]'                  0.743648
94     'y[1,2,3]'                  0.256349
95     'y[1,3,1]'                  9.20189e-06
96     'y[1,3,2]'                  0.824821
97     'y[1,3,3]'                  0.175169
98     'y[1,4,1]'                  2.26672e-05
99     'y[1,4,2]'                  0.865721
100    'y[1,4,3]'                  0.134257
101    'y[1,5,1]'                  5.45352e-05
102    'y[1,5,2]'                  0.884983
103    'y[1,5,3]'                  0.114962
104    'y[1,6,1]'                  0.000129818
105    'y[1,6,2]'                  0.893724
106    'y[1,6,3]'                  0.106147
107    'y[1,7,1]'                  0.000307541
108    'y[1,7,2]'                  0.897524
109    'y[1,7,3]'                  0.102168
110    'y[1,8,1]'                  0.000726876
111    'y[1,8,2]'                  0.89891
112    'y[1,8,3]'                  0.100363
113    'y[1,9,1]'                  0.00171542
114    'y[1,9,2]'                  0.898791
115    'y[1,9,3]'                  0.0994937
116    'y[1,10,1]'                 0.00404137
117    'y[1,10,2]'                 0.897004
118    'y[1,10,3]'                 0.0989547
119    'y[1,11,1]'                 0.00948968
120    'y[1,11,2]'                 0.892152
121    'y[1,11,3]'                 0.0983587
122    'y[1,12,1]'                 0.0221196
123    'y[1,12,2]'                 0.880611
124    'y[1,12,3]'                 0.0972697
125    'y[1,13,1]'                 0.0507018
126    'y[1,13,2]'                 0.854368
127    'y[1,13,3]'                 0.0949303
128    'y[1,14,1]'                 0.111986
129    'y[1,14,2]'                 0.798053
130    'y[1,14,3]'                 0.0899612
131    'y[1,15,1]'                 0.229236
132    'y[1,15,2]'                 0.690313
133    'y[1,15,3]'                 0.0804513
134    'y[1,16,1]'                 0.230641
135    'y[1,16,2]'                 0.727356
136    'y[1,16,3]'                 0.0420033
137    'y[1,17,1]'                 0.23138
138    'y[1,17,2]'                 0.747526
139    'y[1,17,3]'                 0.0210935
140    'y[1,18,1]'                 0.231754
141    'y[1,18,2]'                 0.75787
142    'y[1,18,3]'                 0.0103756
143    'y[1,19,1]'                 0.231943
144    'y[1,19,2]'                 0.763007
145    'y[1,19,3]'                 0.0050502
146    'y[1,20,1]'                 0.232049
147    'y[1,20,2]'                 0.765505
148    'y[1,20,3]'                 0.00244531
149    'y[1,21,1]'                 0.232139
150    'y[1,21,2]'                 0.76668
151    'y[1,21,3]'                 0.00118093
152    'y[1,22,1]'                 0.232288
153    'y[1,22,2]'                 0.767142
